feature,importance
cat__customerID_4695-WJZUE,0.0
cat__customerID_4697-LUPSU,0.0
cat__customerID_4698-KVLLG,0.0
cat__customerID_4701-AHWMW,0.0
cat__customerID_4701-LKOZD,0.0
cat__customerID_4701-MLJPN,0.0
cat__customerID_4304-XUMGI,0.0
cat__customerID_4304-TSPVK,0.0
cat__customerID_4301-VVZKA,0.0
cat__customerID_3858-XHYJO,0.0
cat__customerID_3863-IUBJR,0.0
cat__customerID_3863-QSTYI,0.0
cat__customerID_3865-QBWSJ,0.0
cat__customerID_3865-YIOTT,0.0
cat__customerID_3865-ZFZIB,0.0
cat__customerID_3866-MDTUB,0.0
cat__customerID_3870-SPZSI,0.0
cat__customerID_3871-IKPYH,0.0
cat__customerID_3873-NFTGI,0.0
cat__customerID_3873-WOSBC,0.0
cat__customerID_3874-EQOEP,0.0
cat__customerID_3882-IYOIJ,0.0
cat__customerID_3884-HCSWG,0.0
cat__customerID_3886-CERTZ,0.0
cat__customerID_3887-PBQAO,0.0
cat__customerID_3889-VWBID,0.0
cat__customerID_3890-RTCMS,0.0
cat__customerID_3891-NLXJB,0.0
cat__customerID_3892-NXAZG,0.0
cat__customerID_3859-CVCET,0.0
cat__customerID_3855-ONCAR,0.0
cat__customerID_3806-DXQOM,0.0
cat__customerID_3853-LYGAM,0.0
cat__customerID_3807-BPOMJ,0.0
cat__customerID_3807-XHCJH,0.0
cat__customerID_3808-HFKDE,0.0
cat__customerID_3810-DVDQQ,0.0
cat__customerID_3810-PJUHR,0.0
cat__customerID_3811-VBYBZ,0.0
cat__customerID_3812-LRZIR,0.0
cat__customerID_3813-DHBBB,0.0
cat__customerID_3814-MLAXC,0.0
cat__customerID_3815-SLMEF,0.0
cat__customerID_3823-KYNQY,0.0
cat__customerID_3824-RHKVR,0.0
cat__customerID_3834-XUIFC,0.0
cat__customerID_3838-OZURD,0.0
cat__customerID_3841-CONLJ,0.0
cat__customerID_3841-NFECX,0.0
cat__customerID_3842-IYKUE,0.0
cat__customerID_3845-FXCYS,0.0
cat__customerID_3845-JHAMY,0.0
cat__customerID_3896-ZVNET,0.0
cat__customerID_3898-BSJYF,0.0
cat__customerID_3898-GUYTS,0.0
cat__customerID_3900-AQPHZ,0.0
cat__customerID_3945-GFWQL,0.0
cat__customerID_3946-JEWRQ,0.0
cat__customerID_3946-MHCZW,0.0
cat__customerID_3948-FVVRP,0.0
cat__customerID_3948-XHGNA,0.0
cat__customerID_3950-VPYJB,0.0
cat__customerID_3951-NJCVI,0.0
cat__customerID_3955-JBZZM,0.0
cat__customerID_3956-CJUST,0.0
cat__customerID_3956-MGXOG,0.0
cat__customerID_3957-HHLMR,0.0
cat__customerID_3957-LXOLK,0.0
cat__customerID_3961-SXAXY,0.0
cat__customerID_3963-RYFNS,0.0
cat__customerID_3967-VQOGC,0.0
cat__customerID_3969-GYXEL,0.0
cat__customerID_3969-JQABI,0.0
cat__customerID_3973-SKMLN,0.0
cat__customerID_3976-BWUCK,0.0
cat__customerID_3943-KDREE,0.0
cat__customerID_3941-XTSKM,0.0
cat__customerID_3938-YFPXD,0.0
cat__customerID_3914-FDRHP,0.0
cat__customerID_3902-FOIGH,0.0
cat__customerID_3902-MIVLE,0.0
cat__customerID_3904-UKFRE,0.0
cat__customerID_3908-MKIMJ,0.0
cat__customerID_3910-MRQOY,0.0
cat__customerID_3911-RSNHI,0.0
cat__customerID_3913-FCUUW,0.0
cat__customerID_3913-RDSJZ,0.0
cat__customerID_3915-ODIYG,0.0
cat__customerID_3936-QQFLL,0.0
cat__customerID_3916-NRPAP,0.0
cat__customerID_3920-HIHMQ,0.0
cat__customerID_3926-CUQZX,0.0
cat__customerID_3927-NLNRY,0.0
cat__customerID_3932-CMDTD,0.0
cat__customerID_3933-DQPWX,0.0
cat__customerID_3934-HXCFZ,0.0
cat__customerID_3935-TBRZZ,0.0
cat__customerID_3806-YAZOV,0.0
cat__customerID_3804-RVTGV,0.0
cat__customerID_4299-SIMNS,0.0
cat__customerID_3714-NTNFO,0.0
cat__customerID_3716-BDVDB,0.0
cat__customerID_3716-LRGXK,0.0
cat__customerID_3716-UVSPD,0.0
cat__customerID_3717-LNXKW,0.0
cat__customerID_3717-OFRTN,0.0
cat__customerID_3719-TDVQB,0.0
cat__customerID_3720-DBRWL,0.0
cat__customerID_3721-CNZHX,0.0
cat__customerID_3721-WKIIL,0.0
cat__customerID_3722-WPXTK,0.0
cat__customerID_3723-BFBGR,0.0
cat__customerID_3724-UCSHY,0.0
cat__customerID_3726-TBHQT,0.0
cat__customerID_3727-JEZTU,0.0
cat__customerID_3727-OVPRY,0.0
cat__customerID_3727-RJMEO,0.0
cat__customerID_3729-OWRVL,0.0
cat__customerID_3733-LSYCE,0.0
cat__customerID_3733-ZEECP,0.0
cat__customerID_3714-XPXBW,0.0
cat__customerID_3714-JTVOV,0.0
cat__customerID_3803-KMQFW,0.0
cat__customerID_3712-PKXZA,0.0
cat__customerID_3678-MNGZX,0.0
cat__customerID_3679-XASPY,0.0
cat__customerID_3682-YEUWS,0.0
cat__customerID_3683-QKIUE,0.0
cat__customerID_3685-YLCMQ,0.0
cat__customerID_3688-FTHLT,0.0
cat__customerID_3689-MOZGR,0.0
cat__customerID_3692-JHONH,0.0
cat__customerID_3694-DELSO,0.0
cat__customerID_3696-DFHHB,0.0
cat__customerID_3696-XRIEN,0.0
cat__customerID_3701-SFMUH,0.0
cat__customerID_3703-KBKZP,0.0
cat__customerID_3703-TTEPD,0.0
cat__customerID_3703-VAVCL,0.0
cat__customerID_3704-IEAXF,0.0
cat__customerID_3705-RHRFR,0.0
cat__customerID_3707-LRWZD,0.0
cat__customerID_3709-OIJEA,0.0
cat__customerID_3736-BLEPA,0.0
cat__customerID_3737-GCSPV,0.0
cat__customerID_3737-XBQDD,0.0
cat__customerID_3739-YBWAB,0.0
cat__customerID_3776-EKTKM,0.0
cat__customerID_3777-XROBG,0.0
cat__customerID_3778-FOAQW,0.0
cat__customerID_3779-OSWCF,0.0
cat__customerID_3780-DDGSE,0.0
cat__customerID_3785-KTYSH,0.0
cat__customerID_3785-NRHYR,0.0
cat__customerID_3786-WOVKF,0.0
cat__customerID_3791-LGQCY,0.0
cat__customerID_3793-MMFUH,0.0
cat__customerID_3794-NFNCH,0.0
cat__customerID_3795-CAWEX,0.0
cat__customerID_3796-ENZGF,0.0
cat__customerID_3797-FKOGQ,0.0
cat__customerID_3797-VTIDR,0.0
cat__customerID_3798-EPWRR,0.0
cat__customerID_3799-ISUZQ,0.0
cat__customerID_3800-LYTRK,0.0
cat__customerID_3801-HMYNL,0.0
cat__customerID_3774-VBNXY,0.0
cat__customerID_3771-PZOBW,0.0
cat__customerID_3769-MHZNV,0.0
cat__customerID_3751-KTZEL,0.0
cat__customerID_3740-RLMVT,0.0
cat__customerID_3744-ZBHON,0.0
cat__customerID_3744-ZRRDZ,0.0
cat__customerID_3745-HRPHI,0.0
cat__customerID_3746-EUBYR,0.0
cat__customerID_3748-FVMZZ,0.0
cat__customerID_3750-CKVKH,0.0
cat__customerID_3750-RNQKR,0.0
cat__customerID_3752-CQSJI,0.0
cat__customerID_3768-VHXQO,0.0
cat__customerID_3753-TSEMP,0.0
cat__customerID_3754-DXMRT,0.0
cat__customerID_3755-JBMNH,0.0
cat__customerID_3758-CKOQL,0.0
cat__customerID_3763-GCZHZ,0.0
cat__customerID_3764-MNMOI,0.0
cat__customerID_3765-JXVKY,0.0
cat__customerID_3768-NLUBH,0.0
cat__customerID_3976-HXHCE,0.0
cat__customerID_3976-NLDEZ,0.0
cat__customerID_3977-QCRSL,0.0
cat__customerID_4182-BGSIQ,0.0
cat__customerID_4183-WCSEP,0.0
cat__customerID_4184-TJFAN,0.0
cat__customerID_4184-VODJZ,0.0
cat__customerID_4186-ZBUEW,0.0
cat__customerID_4188-FRABG,0.0
cat__customerID_4188-PCPIG,0.0
cat__customerID_4189-NAKJS,0.0
cat__customerID_4190-MFLUW,0.0
cat__customerID_4191-XOVOM,0.0
cat__customerID_4192-GORJT,0.0
cat__customerID_4193-IBKSW,0.0
cat__customerID_4193-ORFCL,0.0
cat__customerID_4194-FJARJ,0.0
cat__customerID_4194-WHFCB,0.0
cat__customerID_4195-NZGTA,0.0
cat__customerID_4195-PNGZS,0.0
cat__customerID_4195-SMMNX,0.0
cat__customerID_4198-VFOEA,0.0
cat__customerID_4199-QHJNM,0.0
cat__customerID_4183-MYFRB,0.0
cat__customerID_4177-JPDFU,0.0
cat__customerID_3981-QSVQI,0.0
cat__customerID_4176-RELJR,0.0
cat__customerID_4137-JOPHL,0.0
cat__customerID_4138-NAXED,0.0
cat__customerID_4139-DETXS,0.0
cat__customerID_4139-JPIAM,0.0
cat__customerID_4139-SUGLD,0.0
cat__customerID_4140-MUHUG,0.0
cat__customerID_4140-WJAWW,0.0
cat__customerID_4143-HHPMK,0.0
cat__customerID_4143-OOBWZ,0.0
cat__customerID_4145-UQXUQ,0.0
cat__customerID_4146-SVFUD,0.0
cat__customerID_4154-AQUGT,0.0
cat__customerID_4159-NAAIX,0.0
cat__customerID_4160-AMJTL,0.0
cat__customerID_4163-HFTUK,0.0
cat__customerID_4163-KIUHY,0.0
cat__customerID_4163-NCJAK,0.0
cat__customerID_4174-LPGTI,0.0
cat__customerID_4176-FXYBO,0.0
cat__customerID_4201-JMNGR,0.0
cat__customerID_4203-QGNZA,0.0
cat__customerID_4208-UFFGW,0.0
cat__customerID_4210-QFJMF,0.0
cat__customerID_4274-OWWYO,0.0
cat__customerID_4277-PVRAN,0.0
cat__customerID_4277-UDIEF,0.0
cat__customerID_4280-DLSHD,0.0
cat__customerID_4282-ACRXS,0.0
cat__customerID_4282-MSACW,0.0
cat__customerID_4282-YMKNA,0.0
cat__customerID_4283-FUTGF,0.0
cat__customerID_4283-IVYCI,0.0
cat__customerID_4285-GYRQC,0.0
cat__customerID_4289-DTDKW,0.0
cat__customerID_4290-BSXUX,0.0
cat__customerID_4291-HPAXL,0.0
cat__customerID_4291-HYEBC,0.0
cat__customerID_4291-SHSBH,0.0
cat__customerID_4291-TPNFG,0.0
cat__customerID_4291-YZODP,0.0
cat__customerID_4293-ETKAP,0.0
cat__customerID_4295-YURET,0.0
cat__customerID_4274-DRSQT,0.0
cat__customerID_4273-MBHYA,0.0
cat__customerID_4257-GAESD,0.0
cat__customerID_4234-XTNEA,0.0
cat__customerID_4220-TINQT,0.0
cat__customerID_4223-BKEOR,0.0
cat__customerID_4223-WOZCM,0.0
cat__customerID_4226-KKDON,0.0
cat__customerID_4228-ZGYUW,0.0
cat__customerID_4229-CZMLL,0.0
cat__customerID_4231-LZUYM,0.0
cat__customerID_4232-JGKIY,0.0
cat__customerID_4236-UJPWO,0.0
cat__customerID_4255-DDUOU,0.0
cat__customerID_4236-XPXAV,0.0
cat__customerID_4238-HFHSN,0.0
cat__customerID_4238-JSSWH,0.0
cat__customerID_4248-HCETZ,0.0
cat__customerID_4250-FDVOU,0.0
cat__customerID_4250-WAROZ,0.0
cat__customerID_4250-ZBWLV,0.0
cat__customerID_4254-QPEDE,0.0
cat__customerID_4137-BTIKL,0.0
cat__customerID_4135-FRWKJ,0.0
cat__customerID_4134-BSXLX,0.0
cat__customerID_4074-SJFFA,0.0
cat__customerID_4018-KJYUY,0.0
cat__customerID_4020-KIUDI,0.0
cat__customerID_4021-RQSNY,0.0
cat__customerID_4023-RTIQM,0.0
cat__customerID_4030-VPZBD,0.0
cat__customerID_4032-RMHCI,0.0
cat__customerID_4039-HEUNW,0.0
cat__customerID_4043-MKDTV,0.0
cat__customerID_4049-ZPALD,0.0
cat__customerID_4054-CUMIA,0.0
cat__customerID_4056-QHXHZ,0.0
cat__customerID_4057-FKCZK,0.0
cat__customerID_4059-IIEBK,0.0
cat__customerID_4060-LDNLU,0.0
cat__customerID_4061-UKJWL,0.0
cat__customerID_4062-HBMOS,0.0
cat__customerID_4063-EIKNQ,0.0
cat__customerID_4065-JJAVA,0.0
cat__customerID_4067-HLYQI,0.0
cat__customerID_4013-UBXWQ,0.0
cat__customerID_4013-TLDHQ,0.0
cat__customerID_4012-ZTHBR,0.0
cat__customerID_3999-WRNGR,0.0
cat__customerID_3982-DQLUS,0.0
cat__customerID_3987-KQDDU,0.0
cat__customerID_3988-RQIXO,0.0
cat__customerID_3990-QYKBE,0.0
cat__customerID_3992-YWPKO,0.0
cat__customerID_3995-WFCSM,0.0
cat__customerID_3996-ZNWYK,0.0
cat__customerID_3999-QGRJH,0.0
cat__customerID_4000-VGMQP,0.0
cat__customerID_4012-YCFAI,0.0
cat__customerID_4001-TSBTV,0.0
cat__customerID_4002-BQWPQ,0.0
cat__customerID_4003-OCTMP,0.0
cat__customerID_4006-HKYHO,0.0
cat__customerID_4007-NHVHI,0.0
cat__customerID_4009-ALQFH,0.0
cat__customerID_4010-YLMVT,0.0
cat__customerID_4011-ARPHK,0.0
cat__customerID_4070-OKWVH,0.0
cat__customerID_4075-WKNIU,0.0
cat__customerID_4132-POCZS,0.0
cat__customerID_4077-CROMM,0.0
cat__customerID_4109-CYRBD,0.0
cat__customerID_4110-PFEUZ,0.0
cat__customerID_4111-BNXIF,0.0
cat__customerID_4112-LUEIZ,0.0
cat__customerID_4114-QMKVN,0.0
cat__customerID_4115-BNPJY,0.0
cat__customerID_4115-UMJFQ,0.0
cat__customerID_4116-IQRFR,0.0
cat__customerID_4116-TZAQJ,0.0
cat__customerID_4118-CEVPF,0.0
cat__customerID_4119-ZYPZY,0.0
cat__customerID_4121-AGSIN,0.0
cat__customerID_4123-DVHPH,0.0
cat__customerID_4123-FCVCB,0.0
cat__customerID_4124-MMETB,0.0
cat__customerID_4128-ETESU,0.0
cat__customerID_4129-LYCOI,0.0
cat__customerID_4130-MZLCC,0.0
cat__customerID_4132-KALRO,0.0
cat__customerID_4106-HADHQ,0.0
cat__customerID_4104-PVRPS,0.0
cat__customerID_4102-OQUPX,0.0
cat__customerID_4083-EUGRJ,0.0
cat__customerID_4077-HWUYD,0.0
cat__customerID_4078-SAYYN,0.0
cat__customerID_4079-ULGFR,0.0
cat__customerID_4079-WWQQQ,0.0
cat__customerID_4080-IIARD,0.0
cat__customerID_4080-OGPJL,0.0
cat__customerID_4081-DYXAV,0.0
cat__customerID_4083-BFNYK,0.0
cat__customerID_4086-ATNFV,0.0
cat__customerID_4102-HLENU,0.0
cat__customerID_4086-WITJG,0.0
cat__customerID_4086-YQSNZ,0.0
cat__customerID_4090-KPJIP,0.0
cat__customerID_4091-TVOCN,0.0
cat__customerID_4092-OFQZS,0.0
cat__customerID_4094-NSEDU,0.0
cat__customerID_4097-YODCF,0.0
cat__customerID_4098-NAUKP,0.0
cat__customerID_2506-TNFCO,0.0
cat__customerID_2504-DSHIH,0.0
cat__customerID_9717-IOAAF,0.0
cat__customerID_0827-ITJPH,0.0
cat__customerID_0829-XXPLX,0.0
cat__customerID_0831-JNISG,0.0
cat__customerID_0835-DUUIQ,0.0
cat__customerID_0835-JKADZ,0.0
cat__customerID_0836-SEYLU,0.0
cat__customerID_0839-QNXME,0.0
cat__customerID_0840-DCNZE,0.0
cat__customerID_0841-NULXI,0.0
cat__customerID_0842-IWYCP,0.0
cat__customerID_0843-WTBXE,0.0
cat__customerID_0847-HGRML,0.0
cat__customerID_0848-SOMKO,0.0
cat__customerID_0848-ZGQIJ,0.0
cat__customerID_0851-DFJKB,0.0
cat__customerID_0853-NWIFK,0.0
cat__customerID_0853-TWRVK,0.0
cat__customerID_0854-UYHZD,0.0
cat__customerID_0856-NAOES,0.0
cat__customerID_0859-YGKFW,0.0
cat__customerID_0829-DDVLK,0.0
cat__customerID_0825-CPPQH,0.0
cat__customerID_0787-LHDYT,0.0
cat__customerID_0824-VWDPO,0.0
cat__customerID_0794-YVSGE,0.0
cat__customerID_0795-GMVQO,0.0
cat__customerID_0795-LAFGP,0.0
cat__customerID_0795-XCCTE,0.0
cat__customerID_0799-DDIHE,0.0
cat__customerID_0804-XBFBV,0.0
cat__customerID_0804-YGEQV,0.0
cat__customerID_0807-ZABDG,0.0
cat__customerID_0810-BDHAW,0.0
cat__customerID_0810-DHDBD,0.0
cat__customerID_0812-WUPTB,0.0
cat__customerID_0813-TAXXS,0.0
cat__customerID_0815-MFZGM,0.0
cat__customerID_0816-TSPHQ,0.0
cat__customerID_0817-HSUSE,0.0
cat__customerID_0818-OCPZO,0.0
cat__customerID_0820-FNRNX,0.0
cat__customerID_0822-GAVAP,0.0
cat__customerID_0822-QGCXA,0.0
cat__customerID_0862-PRCBS,0.0
cat__customerID_0864-FVJNJ,0.0
cat__customerID_0867-LDTTC,0.0
cat__customerID_0867-MKZVY,0.0
cat__customerID_0902-XKXPN,0.0
cat__customerID_0906-QVPMS,0.0
cat__customerID_0907-HQNTS,0.0
cat__customerID_0909-SDHNU,0.0
cat__customerID_0909-SELIE,0.0
cat__customerID_0916-KNFAJ,0.0
cat__customerID_0917-EZOLA,0.0
cat__customerID_0924-BJCRC,0.0
cat__customerID_0925-VYDLG,0.0
cat__customerID_0927-CNGRH,0.0
cat__customerID_0927-LCSMG,0.0
cat__customerID_0928-JMXNP,0.0
cat__customerID_0928-XUTSN,0.0
cat__customerID_0929-HYQEW,0.0
cat__customerID_0929-PECLO,0.0
cat__customerID_0930-EHUZA,0.0
cat__customerID_0931-MHTEM,0.0
cat__customerID_0932-YIXYU,0.0
cat__customerID_0936-NQLJU,0.0
cat__customerID_0902-RFHOF,0.0
cat__customerID_0899-WZRSD,0.0
cat__customerID_0898-XCGTF,0.0
cat__customerID_0880-FVFWF,0.0
cat__customerID_0868-VJRDR,0.0
cat__customerID_0869-PAPRP,0.0
cat__customerID_0871-OPBXW,0.0
cat__customerID_0872-CASZJ,0.0
cat__customerID_0872-JCPIB,0.0
cat__customerID_0872-NXJYS,0.0
cat__customerID_0875-CABNR,0.0
cat__customerID_0877-SDMBN,0.0
cat__customerID_0880-TKATG,0.0
cat__customerID_0897-FEGMU,0.0
cat__customerID_0885-HMGPY,0.0
cat__customerID_0886-QGENL,0.0
cat__customerID_0887-HJGAR,0.0
cat__customerID_0887-WBJVH,0.0
cat__customerID_0895-DQHEW,0.0
cat__customerID_0895-LMRSF,0.0
cat__customerID_0895-LNKRC,0.0
cat__customerID_0895-UADGO,0.0
cat__customerID_0793-TWELN,0.0
cat__customerID_0786-VSSUD,0.0
cat__customerID_0939-YAPAF,0.0
cat__customerID_0661-WCQNQ,0.0
cat__customerID_0666-UXTJO,0.0
cat__customerID_0667-NSRGI,0.0
cat__customerID_0668-OGMHD,0.0
cat__customerID_0670-ANMUU,0.0
cat__customerID_0670-KDOMA,0.0
cat__customerID_0673-IGUQO,0.0
cat__customerID_0674-DGMAQ,0.0
cat__customerID_0674-EYYZV,0.0
cat__customerID_0674-GCDXG,0.0
cat__customerID_0675-NCDYU,0.0
cat__customerID_0678-RLHVP,0.0
cat__customerID_0679-IDSTG,0.0
cat__customerID_0679-TDGAK,0.0
cat__customerID_0680-DFNNY,0.0
cat__customerID_0687-ZVTHB,0.0
cat__customerID_0690-SRQID,0.0
cat__customerID_0691-IFBQW,0.0
cat__customerID_0691-JVSYA,0.0
cat__customerID_0691-NIKRI,0.0
cat__customerID_0661-XEYAN,0.0
cat__customerID_0661-KQHNK,0.0
cat__customerID_0786-IVLAW,0.0
cat__customerID_0661-KBKPA,0.0
cat__customerID_0623-EJQEG,0.0
cat__customerID_0623-GDISB,0.0
cat__customerID_0623-IIHUG,0.0
cat__customerID_0626-QXNGV,0.0
cat__customerID_0634-SZPQA,0.0
cat__customerID_0635-WKOLD,0.0
cat__customerID_0637-KVDLV,0.0
cat__customerID_0637-UBJRP,0.0
cat__customerID_0637-YLETY,0.0
cat__customerID_0639-TSIQW,0.0
cat__customerID_0640-YJTPY,0.0
cat__customerID_0641-EVBOJ,0.0
cat__customerID_0643-OKLRP,0.0
cat__customerID_0644-OQMDK,0.0
cat__customerID_0650-BWOZN,0.0
cat__customerID_0654-PQKDW,0.0
cat__customerID_0655-RBDUG,0.0
cat__customerID_0655-YDGFJ,0.0
cat__customerID_0657-DOGUM,0.0
cat__customerID_0696-UKTOX,0.0
cat__customerID_0697-ZMSWS,0.0
cat__customerID_0699-NDKJM,0.0
cat__customerID_0701-RFGFI,0.0
cat__customerID_0744-BIKKF,0.0
cat__customerID_0744-GKNGE,0.0
cat__customerID_0746-JTRFU,0.0
cat__customerID_0749-IRGQE,0.0
cat__customerID_0750-EBAIU,0.0
cat__customerID_0750-EKNGL,0.0
cat__customerID_0754-EEBDC,0.0
cat__customerID_0754-UKWQP,0.0
cat__customerID_0756-MPZRL,0.0
cat__customerID_0757-WCUUZ,0.0
cat__customerID_0771-CHWSK,0.0
cat__customerID_0771-WLCLA,0.0
cat__customerID_0772-GYEQQ,0.0
cat__customerID_0774-IFUVM,0.0
cat__customerID_0774-RMNUW,0.0
cat__customerID_0780-XNZFN,0.0
cat__customerID_0781-LKXBR,0.0
cat__customerID_0784-GTUUK,0.0
cat__customerID_0784-ZQJZX,0.0
cat__customerID_0743-HNPFG,0.0
cat__customerID_0742-NXBGR,0.0
cat__customerID_0739-UUAJR,0.0
cat__customerID_0722-TROQR,0.0
cat__customerID_0702-PGIBZ,0.0
cat__customerID_0704-VCUMB,0.0
cat__customerID_0708-LGSMF,0.0
cat__customerID_0708-SJDIS,0.0
cat__customerID_0709-TVGUR,0.0
cat__customerID_0716-BQNDX,0.0
cat__customerID_0719-SYFRB,0.0
cat__customerID_0722-SVSFK,0.0
cat__customerID_0723-DRCLG,0.0
cat__customerID_0734-OXWBT,0.0
cat__customerID_0723-FDLAY,0.0
cat__customerID_0723-VSOBE,0.0
cat__customerID_0727-BNRLG,0.0
cat__customerID_0727-IWKVK,0.0
cat__customerID_0730-BGQGF,0.0
cat__customerID_0730-KOAVE,0.0
cat__customerID_0731-EBJQB,0.0
cat__customerID_0733-VUNUW,0.0
cat__customerID_0939-EREMR,0.0
cat__customerID_0940-OUQEC,0.0
cat__customerID_1240-HCBOH,0.0
cat__customerID_1135-HIORI,0.0
cat__customerID_1136-XGEQU,0.0
cat__customerID_1137-DGOWI,0.0
cat__customerID_1140-UKVZG,0.0
cat__customerID_1142-IHLOO,0.0
cat__customerID_1142-WACZW,0.0
cat__customerID_1143-NMNQJ,0.0
cat__customerID_1150-FTQGN,0.0
cat__customerID_1153-GNOLC,0.0
cat__customerID_1154-HYWWO,0.0
cat__customerID_1156-ZFYDO,0.0
cat__customerID_1157-BQCUW,0.0
cat__customerID_1159-WFSGR,0.0
cat__customerID_1162-ECVII,0.0
cat__customerID_1163-ONYEY,0.0
cat__customerID_1163-VIPRI,0.0
cat__customerID_1166-PQLGG,0.0
cat__customerID_1167-OYZJF,0.0
cat__customerID_1169-SAOCL,0.0
cat__customerID_1169-WCVAK,0.0
cat__customerID_1135-LMECX,0.0
cat__customerID_1134-YWTYF,0.0
cat__customerID_1094-BKOSX,0.0
cat__customerID_1133-KXCGE,0.0
cat__customerID_1098-KFQEC,0.0
cat__customerID_1098-TDVUQ,0.0
cat__customerID_1099-BTKWT,0.0
cat__customerID_1099-GODLO,0.0
cat__customerID_1101-SSWAG,0.0
cat__customerID_1104-FEJAM,0.0
cat__customerID_1104-TNLZA,0.0
cat__customerID_1106-HRLKZ,0.0
cat__customerID_1112-CUNAO,0.0
cat__customerID_1113-IUJYX,0.0
cat__customerID_1114-CENIM,0.0
cat__customerID_1116-DXXDF,0.0
cat__customerID_1116-FRYVH,0.0
cat__customerID_1120-BMWUB,0.0
cat__customerID_1121-QSIVB,0.0
cat__customerID_1122-JWTJW,0.0
cat__customerID_1125-SNVCK,0.0
cat__customerID_1131-ALZWV,0.0
cat__customerID_1131-QQZEB,0.0
cat__customerID_1170-SASML,0.0
cat__customerID_1171-TYKUR,0.0
cat__customerID_1173-NOEYG,0.0
cat__customerID_1173-XZPYF,0.0
cat__customerID_1215-EXRMO,0.0
cat__customerID_1215-FIGMP,0.0
cat__customerID_1215-VFYVK,0.0
cat__customerID_1216-BGTSP,0.0
cat__customerID_1216-JWVUX,0.0
cat__customerID_1219-NNDDO,0.0
cat__customerID_1222-KJNZD,0.0
cat__customerID_1222-LRYKO,0.0
cat__customerID_1223-UNPKS,0.0
cat__customerID_1226-IENZN,0.0
cat__customerID_1226-JZNKR,0.0
cat__customerID_1226-UDFZR,0.0
cat__customerID_1227-UDMZR,0.0
cat__customerID_1228-FZFRV,0.0
cat__customerID_1228-ZLNBX,0.0
cat__customerID_1229-RCALF,0.0
cat__customerID_1230-QAJDW,0.0
cat__customerID_1231-YNDEK,0.0
cat__customerID_1236-WFCDV,0.0
cat__customerID_1213-NGCUN,0.0
cat__customerID_1212-GLHMD,0.0
cat__customerID_1209-VFFOC,0.0
cat__customerID_1194-BHJYC,0.0
cat__customerID_1174-FGIFN,0.0
cat__customerID_1177-XZBJL,0.0
cat__customerID_1178-PZGAB,0.0
cat__customerID_1179-INLAT,0.0
cat__customerID_1183-CANVH,0.0
cat__customerID_1184-PJVDB,0.0
cat__customerID_1187-WILMM,0.0
cat__customerID_1193-RTSLK,0.0
cat__customerID_1194-HVAIF,0.0
cat__customerID_1208-NBVFH,0.0
cat__customerID_1194-SPVSP,0.0
cat__customerID_1195-OIYEJ,0.0
cat__customerID_1196-AMORA,0.0
cat__customerID_1197-BVMVG,0.0
cat__customerID_1202-KKGFU,0.0
cat__customerID_1205-WNWPJ,0.0
cat__customerID_1207-BLKSA,0.0
cat__customerID_1208-DNHLN,0.0
cat__customerID_1095-JUDTC,0.0
cat__customerID_1093-YSWCA,0.0
cat__customerID_0942-KOWSM,0.0
cat__customerID_0975-VOOVL,0.0
cat__customerID_0979-PHULV,0.0
cat__customerID_0980-FEXWF,0.0
cat__customerID_0980-PVMRC,0.0
cat__customerID_0983-TATYJ,0.0
cat__customerID_0988-AADSA,0.0
cat__customerID_0991-BRRFB,0.0
cat__customerID_0993-OSGPT,0.0
cat__customerID_0997-YTLNY,0.0
cat__customerID_0999-QXNSA,0.0
cat__customerID_1000-AJSLD,0.0
cat__customerID_1004-NOZNR,0.0
cat__customerID_1009-IRMNA,0.0
cat__customerID_1010-DIAUQ,0.0
cat__customerID_1013-QCWAM,0.0
cat__customerID_1015-JPFYW,0.0
cat__customerID_1015-OWJKI,0.0
cat__customerID_1017-FBQMM,0.0
cat__customerID_1020-JPQOW,0.0
cat__customerID_1022-RKXDR,0.0
cat__customerID_0979-MOZQI,0.0
cat__customerID_0975-UYDTX,0.0
cat__customerID_1092-WPIVQ,0.0
cat__customerID_0973-KYVNF,0.0
cat__customerID_0943-ZQPXH,0.0
cat__customerID_0945-TSONX,0.0
cat__customerID_0946-CLJTI,0.0
cat__customerID_0946-FKYTX,0.0
cat__customerID_0947-IDHRQ,0.0
cat__customerID_0947-MUGVO,0.0
cat__customerID_0952-KMEEH,0.0
cat__customerID_0953-LGOVU,0.0
cat__customerID_0956-ACVZC,0.0
cat__customerID_0956-SYCWG,0.0
cat__customerID_0958-YHXGP,0.0
cat__customerID_0960-HUWBM,0.0
cat__customerID_0961-ZWLVI,0.0
cat__customerID_0962-CQPWQ,0.0
cat__customerID_0967-BMLBD,0.0
cat__customerID_0968-GSIKN,0.0
cat__customerID_0969-RGKCU,0.0
cat__customerID_0970-QXPXW,0.0
cat__customerID_0971-QIFJK,0.0
cat__customerID_1024-KPRBB,0.0
cat__customerID_1024-VRZHF,0.0
cat__customerID_1025-FALIX,0.0
cat__customerID_1027-LKKQQ,0.0
cat__customerID_1064-FBXNK,0.0
cat__customerID_1069-QJOEE,0.0
cat__customerID_1069-XAIEM,0.0
cat__customerID_1073-XXCZD,0.0
cat__customerID_1074-WVEVG,0.0
cat__customerID_1075-BGWOH,0.0
cat__customerID_1078-TDCRN,0.0
