feature,importance
cat__TotalCharges_1229.1,0.0
cat__TotalCharges_123.05,0.0
cat__TotalCharges_123.8,0.0
cat__TotalCharges_1230.25,0.0
cat__TotalCharges_1216.6,0.0
cat__TotalCharges_1216.35,0.0
cat__TotalCharges_1215.8,0.0
cat__TotalCharges_121.25,0.0
cat__TotalCharges_1203.95,0.0
cat__TotalCharges_1205.5,0.0
cat__TotalCharges_1206.05,0.0
cat__TotalCharges_1207,0.0
cat__TotalCharges_1208.15,0.0
cat__TotalCharges_1208.35,0.0
cat__TotalCharges_1208.6,0.0
cat__TotalCharges_1209.25,0.0
cat__TotalCharges_1210.3,0.0
cat__TotalCharges_1215.65,0.0
cat__TotalCharges_1210.4,0.0
cat__TotalCharges_1211.65,0.0
cat__TotalCharges_1212.1,0.0
cat__TotalCharges_1212.25,0.0
cat__TotalCharges_1212.85,0.0
cat__TotalCharges_1214.05,0.0
cat__TotalCharges_1215.1,0.0
cat__TotalCharges_1215.45,0.0
cat__TotalCharges_117.05,0.0
cat__TotalCharges_1167.8,0.0
cat__TotalCharges_1231.85,0.0
cat__TotalCharges_1133.65,0.0
cat__TotalCharges_1125.6,0.0
cat__TotalCharges_1126.35,0.0
cat__TotalCharges_1126.75,0.0
cat__TotalCharges_1127.2,0.0
cat__TotalCharges_1127.35,0.0
cat__TotalCharges_1129.1,0.0
cat__TotalCharges_1129.35,0.0
cat__TotalCharges_1129.75,0.0
cat__TotalCharges_113.1,0.0
cat__TotalCharges_113.35,0.0
cat__TotalCharges_113.5,0.0
cat__TotalCharges_113.55,0.0
cat__TotalCharges_113.85,0.0
cat__TotalCharges_113.95,0.0
cat__TotalCharges_1130,0.0
cat__TotalCharges_1130.85,0.0
cat__TotalCharges_1131.2,0.0
cat__TotalCharges_1131.3,0.0
cat__TotalCharges_1131.5,0.0
cat__TotalCharges_1125.2,0.0
cat__TotalCharges_1121.05,0.0
cat__TotalCharges_1120.95,0.0
cat__TotalCharges_1114.85,0.0
cat__TotalCharges_1110.35,0.0
cat__TotalCharges_1110.5,0.0
cat__TotalCharges_1111.2,0.0
cat__TotalCharges_1111.65,0.0
cat__TotalCharges_1111.85,0.0
cat__TotalCharges_1112.3,0.0
cat__TotalCharges_1113.95,0.0
cat__TotalCharges_1114.55,0.0
cat__TotalCharges_1115.15,0.0
cat__TotalCharges_1120.3,0.0
cat__TotalCharges_1115.2,0.0
cat__TotalCharges_1115.6,0.0
cat__TotalCharges_1117.55,0.0
cat__TotalCharges_1118.8,0.0
cat__TotalCharges_1119.35,0.0
cat__TotalCharges_1119.9,0.0
cat__TotalCharges_112.3,0.0
cat__TotalCharges_112.75,0.0
cat__TotalCharges_1132.75,0.0
cat__TotalCharges_1133.7,0.0
cat__TotalCharges_1167.6,0.0
cat__TotalCharges_1133.9,0.0
cat__TotalCharges_1156.1,0.0
cat__TotalCharges_1156.35,0.0
cat__TotalCharges_1156.55,0.0
cat__TotalCharges_1157.05,0.0
cat__TotalCharges_1158.85,0.0
cat__TotalCharges_116.6,0.0
cat__TotalCharges_116.65,0.0
cat__TotalCharges_116.85,0.0
cat__TotalCharges_116.95,0.0
cat__TotalCharges_1160.45,0.0
cat__TotalCharges_1160.75,0.0
cat__TotalCharges_1161.75,0.0
cat__TotalCharges_1162.85,0.0
cat__TotalCharges_1164.05,0.0
cat__TotalCharges_1164.3,0.0
cat__TotalCharges_1165.55,0.0
cat__TotalCharges_1165.6,0.0
cat__TotalCharges_1165.9,0.0
cat__TotalCharges_1166.7,0.0
cat__TotalCharges_1155.6,0.0
cat__TotalCharges_1152.8,0.0
cat__TotalCharges_1152.7,0.0
cat__TotalCharges_1144.5,0.0
cat__TotalCharges_1134.25,0.0
cat__TotalCharges_1135.7,0.0
cat__TotalCharges_1137.05,0.0
cat__TotalCharges_1139.2,0.0
cat__TotalCharges_114.1,0.0
cat__TotalCharges_114.15,0.0
cat__TotalCharges_114.7,0.0
cat__TotalCharges_1140.05,0.0
cat__TotalCharges_1144.6,0.0
cat__TotalCharges_1151.55,0.0
cat__TotalCharges_1145.35,0.0
cat__TotalCharges_1145.7,0.0
cat__TotalCharges_1146.05,0.0
cat__TotalCharges_1147,0.0
cat__TotalCharges_1147.45,0.0
cat__TotalCharges_1147.85,0.0
cat__TotalCharges_1148.1,0.0
cat__TotalCharges_1151.05,0.0
cat__TotalCharges_1230.9,0.0
cat__TotalCharges_1232.9,0.0
cat__TotalCharges_19.7,0.0
cat__TotalCharges_1315.35,0.0
cat__TotalCharges_1301.1,0.0
cat__TotalCharges_1301.7,0.0
cat__TotalCharges_1301.9,0.0
cat__TotalCharges_1302.65,0.0
cat__TotalCharges_1303.25,0.0
cat__TotalCharges_1303.5,0.0
cat__TotalCharges_1304.8,0.0
cat__TotalCharges_1304.85,0.0
cat__TotalCharges_1305.95,0.0
cat__TotalCharges_1307.8,0.0
cat__TotalCharges_1308.4,0.0
cat__TotalCharges_1309,0.0
cat__TotalCharges_1309.15,0.0
cat__TotalCharges_131.05,0.0
cat__TotalCharges_131.65,0.0
cat__TotalCharges_1311.3,0.0
cat__TotalCharges_1312.15,0.0
cat__TotalCharges_1312.45,0.0
cat__TotalCharges_1313.25,0.0
cat__TotalCharges_1301,0.0
cat__TotalCharges_130.75,0.0
cat__TotalCharges_130.5,0.0
cat__TotalCharges_1293.8,0.0
cat__TotalCharges_129.55,0.0
cat__TotalCharges_129.6,0.0
cat__TotalCharges_1290,0.0
cat__TotalCharges_1291.3,0.0
cat__TotalCharges_1291.35,0.0
cat__TotalCharges_1292.2,0.0
cat__TotalCharges_1292.6,0.0
cat__TotalCharges_1292.65,0.0
cat__TotalCharges_1294.6,0.0
cat__TotalCharges_130.25,0.0
cat__TotalCharges_1295.4,0.0
cat__TotalCharges_1296.15,0.0
cat__TotalCharges_1296.8,0.0
cat__TotalCharges_1297.35,0.0
cat__TotalCharges_1298.7,0.0
cat__TotalCharges_1299.1,0.0
cat__TotalCharges_1299.8,0.0
cat__TotalCharges_130.15,0.0
cat__TotalCharges_1315,0.0
cat__TotalCharges_1317.95,0.0
cat__TotalCharges_1288.3,0.0
cat__TotalCharges_1319.95,0.0
cat__TotalCharges_134.05,0.0
cat__TotalCharges_134.35,0.0
cat__TotalCharges_134.5,0.0
cat__TotalCharges_134.6,0.0
cat__TotalCharges_134.75,0.0
cat__TotalCharges_1340.1,0.0
cat__TotalCharges_1341.5,0.0
cat__TotalCharges_1342.15,0.0
cat__TotalCharges_1344.5,0.0
cat__TotalCharges_1345.55,0.0
cat__TotalCharges_1345.65,0.0
cat__TotalCharges_1345.75,0.0
cat__TotalCharges_1345.85,0.0
cat__TotalCharges_1346.2,0.0
cat__TotalCharges_1346.9,0.0
cat__TotalCharges_1347.15,0.0
cat__TotalCharges_1348.5,0.0
cat__TotalCharges_1348.9,0.0
cat__TotalCharges_1348.95,0.0
cat__TotalCharges_1337.5,0.0
cat__TotalCharges_1337.45,0.0
cat__TotalCharges_1336.9,0.0
cat__TotalCharges_1327.85,0.0
cat__TotalCharges_132.25,0.0
cat__TotalCharges_132.4,0.0
cat__TotalCharges_1322.55,0.0
cat__TotalCharges_1323.7,0.0
cat__TotalCharges_1325.85,0.0
cat__TotalCharges_1326.25,0.0
cat__TotalCharges_1327.15,0.0
cat__TotalCharges_1327.4,0.0
cat__TotalCharges_1328.15,0.0
cat__TotalCharges_1336.8,0.0
cat__TotalCharges_1328.35,0.0
cat__TotalCharges_1329.15,0.0
cat__TotalCharges_1329.2,0.0
cat__TotalCharges_1334,0.0
cat__TotalCharges_1334.45,0.0
cat__TotalCharges_1334.5,0.0
cat__TotalCharges_1336.15,0.0
cat__TotalCharges_1336.65,0.0
cat__TotalCharges_129.15,0.0
cat__TotalCharges_1288,0.0
cat__TotalCharges_1233.15,0.0
cat__TotalCharges_1261,0.0
cat__TotalCharges_1248.9,0.0
cat__TotalCharges_1249.25,0.0
cat__TotalCharges_125,0.0
cat__TotalCharges_125.5,0.0
cat__TotalCharges_125.95,0.0
cat__TotalCharges_1250.1,0.0
cat__TotalCharges_1252,0.0
cat__TotalCharges_1252.85,0.0
cat__TotalCharges_1253.15,0.0
cat__TotalCharges_1253.5,0.0
cat__TotalCharges_1253.65,0.0
cat__TotalCharges_1253.8,0.0
cat__TotalCharges_1253.9,0.0
cat__TotalCharges_1254.7,0.0
cat__TotalCharges_1255.1,0.0
cat__TotalCharges_1258.15,0.0
cat__TotalCharges_1258.3,0.0
cat__TotalCharges_1258.35,0.0
cat__TotalCharges_1259,0.0
cat__TotalCharges_1247.75,0.0
cat__TotalCharges_1246.4,0.0
cat__TotalCharges_1245.6,0.0
cat__TotalCharges_1238.45,0.0
cat__TotalCharges_1233.25,0.0
cat__TotalCharges_1233.65,0.0
cat__TotalCharges_1234.6,0.0
cat__TotalCharges_1234.8,0.0
cat__TotalCharges_1235.55,0.0
cat__TotalCharges_1236.15,0.0
cat__TotalCharges_1237.3,0.0
cat__TotalCharges_1237.85,0.0
cat__TotalCharges_1238.65,0.0
cat__TotalCharges_1245.05,0.0
cat__TotalCharges_124.4,0.0
cat__TotalCharges_124.45,0.0
cat__TotalCharges_1240.15,0.0
cat__TotalCharges_1240.25,0.0
cat__TotalCharges_1240.8,0.0
cat__TotalCharges_1242.2,0.0
cat__TotalCharges_1242.25,0.0
cat__TotalCharges_1244.5,0.0
cat__TotalCharges_1259.35,0.0
cat__TotalCharges_1261.35,0.0
cat__TotalCharges_1287.85,0.0
cat__TotalCharges_1261.45,0.0
cat__TotalCharges_1273.3,0.0
cat__TotalCharges_1274.05,0.0
cat__TotalCharges_1274.45,0.0
cat__TotalCharges_1275.6,0.0
cat__TotalCharges_1275.65,0.0
cat__TotalCharges_1275.7,0.0
cat__TotalCharges_1275.85,0.0
cat__TotalCharges_1277.5,0.0
cat__TotalCharges_1277.75,0.0
cat__TotalCharges_1278.8,0.0
cat__TotalCharges_1279,0.0
cat__TotalCharges_128.6,0.0
cat__TotalCharges_1281,0.0
cat__TotalCharges_1281.25,0.0
cat__TotalCharges_1282.85,0.0
cat__TotalCharges_1284.2,0.0
cat__TotalCharges_1285.05,0.0
cat__TotalCharges_1285.8,0.0
cat__TotalCharges_1286,0.0
cat__TotalCharges_1272.05,0.0
cat__TotalCharges_1271.8,0.0
cat__TotalCharges_1270.55,0.0
cat__TotalCharges_1266.4,0.0
cat__TotalCharges_1261.7,0.0
cat__TotalCharges_1263.05,0.0
cat__TotalCharges_1263.85,0.0
cat__TotalCharges_1263.9,0.0
cat__TotalCharges_1264.2,0.0
cat__TotalCharges_1265.65,0.0
cat__TotalCharges_1266.1,0.0
cat__TotalCharges_1266.35,0.0
cat__TotalCharges_1267,0.0
cat__TotalCharges_1270.2,0.0
cat__TotalCharges_1267.05,0.0
cat__TotalCharges_1267.2,0.0
cat__TotalCharges_1267.95,0.0
cat__TotalCharges_1268.85,0.0
cat__TotalCharges_1269.1,0.0
cat__TotalCharges_1269.55,0.0
cat__TotalCharges_1269.6,0.0
cat__TotalCharges_127.1,0.0
cat__TotalCharges_1110.05,0.0
cat__TotalCharges_111.65,0.0
cat__TotalCharges_111.4,0.0
cat__customerID_9933-QRGTX,0.0
cat__customerID_9898-KZQDZ,0.0
cat__customerID_9903-LYSAB,0.0
cat__customerID_9904-EHEVJ,0.0
cat__customerID_9906-NHHVC,0.0
cat__customerID_9907-SWKKF,0.0
cat__customerID_9909-DFRJA,0.0
cat__customerID_9909-IDLEK,0.0
cat__customerID_9912-GVSEQ,0.0
cat__customerID_9912-OMZDS,0.0
cat__customerID_9916-AYHTC,0.0
cat__customerID_9919-FZDED,0.0
cat__customerID_9919-KNPOO,0.0
cat__customerID_9919-YLNNG,0.0
cat__customerID_9921-EZKBY,0.0
cat__customerID_9921-QFQUL,0.0
cat__customerID_9921-ZVRHG,0.0
cat__customerID_9924-JPRMC,0.0
cat__customerID_9929-PLVPA,0.0
cat__customerID_9931-DCEZH,0.0
cat__customerID_9897-KXHCM,0.0
cat__customerID_9896-UYMIE,0.0
cat__customerID_9895-VFOXH,0.0
cat__customerID_9874-QLCLH,0.0
cat__customerID_9861-PDSZP,0.0
cat__customerID_9862-KJTYK,0.0
cat__customerID_9863-JZAIC,0.0
cat__customerID_9866-OCCKE,0.0
cat__customerID_9867-JCZSP,0.0
cat__customerID_9867-NNXLC,0.0
cat__customerID_9871-ELEYA,0.0
cat__customerID_9873-MNDKV,0.0
cat__customerID_9878-TNQGW,0.0
cat__customerID_9894-QMIMJ,0.0
cat__customerID_9880-TDQAC,0.0
cat__customerID_9881-VCZEP,0.0
cat__customerID_9885-AIBVB,0.0
cat__customerID_9885-CSMWE,0.0
cat__customerID_9885-MFVSU,0.0
cat__customerID_9889-TMAHG,0.0
cat__customerID_9891-NQDBD,0.0
cat__customerID_9894-EZEWG,0.0
cat__customerID_9931-KGHOA,0.0
cat__customerID_9938-EKRGF,0.0
cat__customerID_9853-JFZDU,0.0
cat__customerID_9938-PRCVK,0.0
cat__customerID_9971-ZWPBF,0.0
cat__customerID_9972-EWRJS,0.0
cat__customerID_9974-JFBHQ,0.0
cat__customerID_9975-GPKZU,0.0
cat__customerID_9975-SKRNR,0.0
cat__customerID_9978-HYCIN,0.0
cat__customerID_9979-RGMZT,0.0
cat__customerID_9985-MWVIX,0.0
cat__customerID_9987-LUTYD,0.0
cat__customerID_9992-RRAMN,0.0
cat__customerID_9992-UJOEL,0.0
cat__customerID_9993-LHIEB,0.0
cat__customerID_9995-HOTOH,0.0
cat__Partner_Yes,0.0
cat__MultipleLines_No phone service,0.0
cat__OnlineSecurity_No internet service,0.0
cat__OnlineBackup_No internet service,0.0
cat__DeviceProtection_No internet service,0.0
cat__TechSupport_No internet service,0.0
cat__customerID_9970-QBCDA,0.0
cat__customerID_9968-FFVVH,0.0
cat__customerID_9967-ATRFS,0.0
cat__customerID_9948-YPTDG,0.0
cat__customerID_9938-TKDGL,0.0
cat__customerID_9938-ZREHM,0.0
cat__customerID_9940-HPQPG,0.0
cat__customerID_9943-VSZUV,0.0
cat__customerID_9944-AEXBM,0.0
cat__customerID_9944-HKVVB,0.0
cat__customerID_9945-PSVIP,0.0
cat__customerID_9947-OTFQU,0.0
cat__customerID_9950-MTGYX,0.0
cat__customerID_9965-YOKZB,0.0
cat__customerID_9953-ZMKSM,0.0
cat__customerID_9955-QOPOY,0.0
cat__customerID_9957-YODKZ,0.0
cat__customerID_9958-MEKUC,0.0
cat__customerID_9959-WOFKT,0.0
cat__customerID_9961-JBNMK,0.0
cat__customerID_9962-BFPDU,0.0
cat__customerID_9964-WBQDJ,0.0
cat__customerID_9860-LISIZ,0.0
cat__customerID_9851-QXEEQ,0.0
cat__TotalCharges_111.05,0.0
cat__customerID_9793-WECQC,0.0
cat__customerID_9763-PDTKK,0.0
cat__customerID_9764-REAFF,0.0
cat__customerID_9766-HGEDE,0.0
cat__customerID_9767-FFLEM,0.0
cat__customerID_9769-TSBZE,0.0
cat__customerID_9770-KXGQU,0.0
cat__customerID_9770-LXDBK,0.0
cat__customerID_9773-PEQBZ,0.0
cat__customerID_9774-NRNAU,0.0
cat__customerID_9776-CLUJA,0.0
cat__customerID_9776-OJUZI,0.0
cat__customerID_9777-WJJPR,0.0
cat__customerID_9778-OGKQZ,0.0
cat__customerID_9779-DPNEJ,0.0
cat__customerID_9780-FKVVF,0.0
cat__customerID_9782-LGXMC,0.0
cat__customerID_9786-IJYDL,0.0
cat__customerID_9786-YWNHU,0.0
cat__customerID_9787-XVQIU,0.0
cat__customerID_9763-GRSKD,0.0
cat__customerID_9762-YAQAA,0.0
cat__customerID_9761-XUJWD,0.0
cat__customerID_9741-YLNTD,0.0
cat__customerID_9730-DRTMJ,0.0
cat__customerID_9732-EQMWY,0.0
cat__customerID_9732-KPKBW,0.0
cat__customerID_9732-OUYRN,0.0
cat__customerID_9734-UYXQI,0.0
cat__customerID_9734-YWGEX,0.0
cat__customerID_9738-QLWTP,0.0
cat__customerID_9739-JLPQJ,0.0
cat__customerID_9742-XOKTS,0.0
cat__customerID_9758-MFWGD,0.0
cat__customerID_9743-DQKQW,0.0
cat__customerID_9746-MDMBK,0.0
cat__customerID_9746-UGFAC,0.0
cat__customerID_9746-YKGXB,0.0
cat__customerID_9747-DDZOS,0.0
cat__customerID_9750-BOOHV,0.0
cat__customerID_9753-OYLBX,0.0
cat__customerID_9754-CLVZW,0.0
cat__customerID_9788-HNGUT,0.0
cat__customerID_9795-NREXC,0.0
cat__customerID_9851-KIELU,0.0
cat__customerID_9795-SHUHB,0.0
cat__customerID_9824-QCJPK,0.0
cat__customerID_9825-YCXWZ,0.0
cat__customerID_9828-AOQLM,0.0
cat__customerID_9828-QHFBK,0.0
cat__customerID_9830-ECLEN,0.0
cat__customerID_9831-BPFRI,0.0
cat__customerID_9833-TGFHX,0.0
cat__customerID_9835-ZIITK,0.0
cat__customerID_9837-BMCLM,0.0
cat__customerID_9837-FWLCH,0.0
cat__customerID_9838-BFCQT,0.0
cat__customerID_9839-ETQOE,0.0
cat__customerID_9840-EFJQB,0.0
cat__customerID_9845-PEEKO,0.0
cat__customerID_9845-QOMAD,0.0
cat__customerID_9846-GKXAS,0.0
cat__customerID_9847-HNVGP,0.0
cat__customerID_9848-JQJTX,0.0
cat__customerID_9850-OWRHQ,0.0
cat__customerID_9823-EALYC,0.0
cat__customerID_9822-OAOVB,0.0
cat__customerID_9822-BIIGN,0.0
cat__customerID_9801-GDWGV,0.0
cat__customerID_9795-VOWON,0.0
cat__customerID_9796-BPKIW,0.0
cat__customerID_9796-MVYXX,0.0
cat__customerID_9798-DRYDS,0.0
cat__customerID_9798-OPFEM,0.0
cat__customerID_9799-CAYJJ,0.0
cat__customerID_9800-ONTFE,0.0
cat__customerID_9800-OUIGR,0.0
cat__customerID_9801-NOSHQ,0.0
cat__customerID_9821-POOTN,0.0
cat__customerID_9802-CAQUT,0.0
cat__customerID_9803-FTJCG,0.0
cat__customerID_9805-FILKB,0.0
cat__customerID_9809-IMGCQ,0.0
cat__customerID_9812-GHVRI,0.0
cat__customerID_9817-APLHW,0.0
cat__customerID_9818-XQCUV,0.0
cat__customerID_9821-BESNZ,0.0
cat__StreamingTV_No internet service,0.0
cat__StreamingMovies_No internet service,0.0
cat__TotalCharges_ ,0.0
cat__TotalCharges_108.05,0.0
cat__TotalCharges_107.05,0.0
cat__TotalCharges_107.1,0.0
cat__TotalCharges_107.25,0.0
cat__TotalCharges_107.6,0.0
cat__TotalCharges_1070.15,0.0
cat__TotalCharges_1070.5,0.0
cat__TotalCharges_1070.7,0.0
cat__TotalCharges_1071.4,0.0
cat__TotalCharges_1072,0.0
cat__TotalCharges_1072.6,0.0
cat__TotalCharges_1074.3,0.0
cat__TotalCharges_1074.65,0.0
cat__TotalCharges_1077.05,0.0
cat__TotalCharges_1077.5,0.0
cat__TotalCharges_1077.95,0.0
cat__TotalCharges_1078.75,0.0
cat__TotalCharges_1078.9,0.0
cat__TotalCharges_1079.05,0.0
cat__TotalCharges_1079.45,0.0
cat__TotalCharges_1068.85,0.0
cat__TotalCharges_1068.15,0.0
cat__TotalCharges_1067.65,0.0
cat__TotalCharges_106.55,0.0
cat__TotalCharges_1056.95,0.0
cat__TotalCharges_1057.55,0.0
cat__TotalCharges_1057.85,0.0
cat__TotalCharges_1058.1,0.0
cat__TotalCharges_1058.25,0.0
cat__TotalCharges_1058.6,0.0
cat__TotalCharges_1059.55,0.0
cat__TotalCharges_106.2,0.0
cat__TotalCharges_106.8,0.0
cat__TotalCharges_1067.15,0.0
cat__TotalCharges_106.85,0.0
cat__TotalCharges_1060.2,0.0
cat__TotalCharges_1061.6,0.0
cat__TotalCharges_1062.1,0.0
cat__TotalCharges_1064.65,0.0
cat__TotalCharges_1066.15,0.0
cat__TotalCharges_1066.9,0.0
cat__TotalCharges_1067.05,0.0
cat__TotalCharges_1079.65,0.0
cat__TotalCharges_108.15,0.0
cat__TotalCharges_100.2,0.0
cat__TotalCharges_108.65,0.0
cat__TotalCharges_1094.5,0.0
cat__TotalCharges_1095.3,0.0
cat__TotalCharges_1095.65,0.0
cat__TotalCharges_1096.25,0.0
cat__TotalCharges_1096.6,0.0
cat__TotalCharges_1097.15,0.0
cat__TotalCharges_1098.85,0.0
cat__TotalCharges_1099.6,0.0
cat__TotalCharges_110.05,0.0
cat__TotalCharges_110.15,0.0
cat__TotalCharges_1101.85,0.0
cat__TotalCharges_1102.4,0.0
cat__TotalCharges_1103.25,0.0
cat__TotalCharges_1105.4,0.0
cat__TotalCharges_1107.2,0.0
cat__TotalCharges_1107.25,0.0
cat__TotalCharges_1108,0.0
cat__TotalCharges_1108.2,0.0
cat__TotalCharges_1108.6,0.0
cat__TotalCharges_1094.35,0.0
cat__TotalCharges_1093.4,0.0
cat__TotalCharges_1093.1,0.0
cat__TotalCharges_1087.7,0.0
cat__TotalCharges_108.7,0.0
cat__TotalCharges_1081.25,0.0
cat__TotalCharges_1081.45,0.0
cat__TotalCharges_1082.75,0.0
cat__TotalCharges_1083,0.0
cat__TotalCharges_1086.75,0.0
cat__TotalCharges_1087.25,0.0
cat__TotalCharges_1087.45,0.0
cat__TotalCharges_1088.25,0.0
cat__TotalCharges_1093,0.0
cat__TotalCharges_109.2,0.0
cat__TotalCharges_109.25,0.0
cat__TotalCharges_109.3,0.0
cat__TotalCharges_109.5,0.0
cat__TotalCharges_109.6,0.0
cat__TotalCharges_109.8,0.0
cat__TotalCharges_1090.1,0.0
cat__TotalCharges_1090.65,0.0
cat__TotalCharges_1055.9,0.0
cat__TotalCharges_1054.8,0.0
cat__TotalCharges_1054.75,0.0
cat__TotalCharges_1054.6,0.0
cat__TotalCharges_1011.5,0.0
cat__TotalCharges_1011.8,0.0
cat__TotalCharges_1012.4,0.0
cat__TotalCharges_1013.05,0.0
cat__TotalCharges_1013.35,0.0
cat__TotalCharges_1013.6,0.0
cat__TotalCharges_1014.25,0.0
cat__TotalCharges_1017.35,0.0
cat__TotalCharges_102.45,0.0
cat__TotalCharges_102.5,0.0
cat__TotalCharges_102.75,0.0
cat__TotalCharges_1020.2,0.0
cat__TotalCharges_1020.75,0.0
cat__TotalCharges_1021.55,0.0
cat__TotalCharges_1021.75,0.0
cat__TotalCharges_1021.8,0.0
cat__TotalCharges_1022.5,0.0
cat__TotalCharges_1023.75,0.0
cat__TotalCharges_1023.85,0.0
cat__TotalCharges_1010,0.0
cat__TotalCharges_101.9,0.0
cat__TotalCharges_101.65,0.0
cat__TotalCharges_1004.35,0.0
cat__TotalCharges_100.25,0.0
cat__TotalCharges_100.35,0.0
cat__TotalCharges_100.4,0.0
cat__TotalCharges_100.8,0.0
cat__TotalCharges_100.9,0.0
cat__TotalCharges_1001.2,0.0
cat__TotalCharges_1001.5,0.0
cat__TotalCharges_1003.05,0.0
cat__TotalCharges_1004.5,0.0
cat__TotalCharges_101.45,0.0
cat__TotalCharges_1004.75,0.0
cat__TotalCharges_1005.7,0.0
cat__TotalCharges_1006.9,0.0
cat__TotalCharges_1007.8,0.0
cat__TotalCharges_1007.9,0.0
cat__TotalCharges_1008.55,0.0
cat__TotalCharges_1008.7,0.0
cat__TotalCharges_1009.25,0.0
cat__TotalCharges_1023.9,0.0
cat__TotalCharges_1023.95,0.0
cat__TotalCharges_1024,0.0
cat__TotalCharges_1046.5,0.0
cat__TotalCharges_1041.8,0.0
cat__TotalCharges_1042.65,0.0
cat__TotalCharges_1043.3,0.0
cat__TotalCharges_1043.35,0.0
cat__TotalCharges_1043.8,0.0
cat__TotalCharges_1045.25,0.0
cat__TotalCharges_1046.1,0.0
cat__TotalCharges_1046.2,0.0
cat__TotalCharges_1047.7,0.0
cat__TotalCharges_104.2,0.0
cat__TotalCharges_1048.45,0.0
cat__TotalCharges_1049.05,0.0
cat__TotalCharges_1049.6,0.0
cat__TotalCharges_105.5,0.0
cat__TotalCharges_1051.05,0.0
cat__TotalCharges_1051.9,0.0
cat__TotalCharges_1052.35,0.0
cat__TotalCharges_1052.4,0.0
cat__TotalCharges_104.3,0.0
cat__TotalCharges_1039.45,0.0
cat__TotalCharges_1024.7,0.0
cat__TotalCharges_1029.8,0.0
cat__TotalCharges_1025.05,0.0
cat__TotalCharges_1025.15,0.0
cat__TotalCharges_1025.95,0.0
cat__TotalCharges_1026.35,0.0
cat__TotalCharges_1027.25,0.0
cat__TotalCharges_1028.9,0.0
cat__TotalCharges_1029.35,0.0
cat__TotalCharges_1029.75,0.0
cat__TotalCharges_1031.1,0.0
cat__TotalCharges_1037.75,0.0
cat__TotalCharges_1031.4,0.0
cat__TotalCharges_1031.7,0.0
cat__TotalCharges_1032,0.0
cat__TotalCharges_1033,0.0
cat__TotalCharges_1033.9,0.0
cat__TotalCharges_1035.5,0.0
cat__TotalCharges_1035.7,0.0
cat__TotalCharges_1036,0.0
cat__TotalCharges_135,0.0
cat__TotalCharges_135.2,0.0
cat__TotalCharges_135.75,0.0
cat__TotalCharges_1718.2,0.0
cat__TotalCharges_170.9,0.0
cat__TotalCharges_1700.9,0.0
cat__TotalCharges_1701.65,0.0
cat__TotalCharges_1702.9,0.0
cat__TotalCharges_1704.95,0.0
cat__TotalCharges_1706.45,0.0
cat__TotalCharges_1709.1,0.0
cat__TotalCharges_1709.15,0.0
cat__TotalCharges_171,0.0
cat__TotalCharges_171.15,0.0
cat__TotalCharges_171.45,0.0
cat__TotalCharges_1710.15,0.0
cat__TotalCharges_1712.7,0.0
cat__TotalCharges_1712.9,0.0
cat__TotalCharges_1714.55,0.0
cat__TotalCharges_1714.95,0.0
cat__TotalCharges_1715.1,0.0
cat__TotalCharges_1715.15,0.0
cat__TotalCharges_1715.65,0.0
cat__TotalCharges_170.85,0.0
cat__TotalCharges_1699.15,0.0
cat__TotalCharges_1698.55,0.0
cat__TotalCharges_1686.85,0.0
cat__TotalCharges_168.9,0.0
cat__TotalCharges_1680.25,0.0
cat__TotalCharges_1681.6,0.0
cat__TotalCharges_1682.05,0.0
cat__TotalCharges_1683.6,0.0
cat__TotalCharges_1683.7,0.0
cat__TotalCharges_1685.9,0.0
cat__TotalCharges_1686.15,0.0
cat__TotalCharges_1687.95,0.0
cat__TotalCharges_1696.2,0.0
cat__TotalCharges_1688.9,0.0
cat__TotalCharges_1689.45,0.0
cat__TotalCharges_169.05,0.0
cat__TotalCharges_169.45,0.0
cat__TotalCharges_169.75,0.0
cat__TotalCharges_169.8,0.0
cat__TotalCharges_1691.9,0.0
cat__TotalCharges_1692.6,0.0
cat__TotalCharges_1716.45,0.0
cat__TotalCharges_1718.35,0.0
cat__TotalCharges_168.5,0.0
cat__TotalCharges_1718.95,0.0
cat__TotalCharges_174.75,0.0
cat__TotalCharges_174.8,0.0
cat__TotalCharges_1740.7,0.0
cat__TotalCharges_1740.8,0.0
cat__TotalCharges_1742.45,0.0
cat__TotalCharges_1742.5,0.0
cat__TotalCharges_1742.75,0.0
cat__TotalCharges_1742.95,0.0
cat__TotalCharges_1743.05,0.0
cat__TotalCharges_1743.5,0.0
cat__TotalCharges_1743.9,0.0
cat__TotalCharges_1745.2,0.0
cat__TotalCharges_1745.5,0.0
cat__TotalCharges_1747.2,0.0
cat__TotalCharges_1748.55,0.0
cat__TotalCharges_1750.7,0.0
cat__TotalCharges_1750.85,0.0
cat__TotalCharges_1752.45,0.0
cat__TotalCharges_1752.55,0.0
cat__TotalCharges_174.7,0.0
cat__TotalCharges_174.65,0.0
cat__TotalCharges_174.45,0.0
cat__TotalCharges_1730.35,0.0
cat__TotalCharges_1719.15,0.0
cat__TotalCharges_172.85,0.0
cat__TotalCharges_1724.15,0.0
cat__TotalCharges_1725.4,0.0
cat__TotalCharges_1725.95,0.0
cat__TotalCharges_1728.2,0.0
cat__TotalCharges_1729.35,0.0
cat__TotalCharges_173,0.0
